0,21529.831,19290.88,24403.067,405.872,10140.808,106344.395,17206.86,97624.104,3227.275,24048.194,79793.201,54663.913,22256.653,14200.815,16384.688,17679.913,5535.928,21212.418,116586.408,12453.772,32582.195,27007.504,10107.049,11680.35,19028.022,19775.772,21147.05,24740.832,27862.681
21529.831,0,5851.957,9553.423,21457.491,11404.791,112365.507,18871.605,105992.628,18445.049,9929.008,86076.771,46809.469,23313.193,9515.006,8612.168,17333.787,19491.191,4860.243,122786.246,10405.526,12452.758,6512.953,11532.259,10852.016,16415.998,19719.838,780.702,9493.24,9891.055
19290.88,5851.957,0,5880.811,19326.586,9676.255,106578.469,21583.274,100142.951,16608.767,5862.21,80258.496,42452.542,17461.882,5270.856,3441.491,11553.342,15959.59,2074.508,116998.534,6874.145,17903.537,12119.203,10547.12,7617.817,10568.26,13879.28,5071.273,6080.067,8636.136
24403.067,9553.423,5880.811,0,24491.559,15331.851,103966.004,27290.85,98221.125,21977.468,704.663,77917.615,37283.045,16609.896,10246.944,8041.3,12210.195,20359.087,5058.205,114380.33,12047.514,18981.295,14096.166,16327.605,12862.03,10552.506,13624.336,8933.181,426.76,4160.91
405.872,21457.491,19326.586,24491.559,0,10088.99,106750.267,16831.762,98027.485,3067.24,24146.639,80198.999,54960.586,22584.272,14271.233,16462.728,17946.341,5855.042,21232.101,116992.227,12510.293,32424.226,26876.909,9996.203,11727.745,19271.962,20069.926,21087.568,24825.078,27915.383
10140.808,11404.791,9676.255,15331.851,10088.99,0,108294.129,14862.781,100699.286,7144.031,15134.911,81715.637,49595.906,19652.008,5482.373,7538.867,13424.02,8700.883,11404.79,118665.961,3821.137,22922.126,17146.91,1498.309,3098.451,13844.996,16158.786,11006.977,15601.428,18294.067
106344.395,112365.507,106578.469,103966.004,106750.267,108294.129,0,122443.143,14364.663,107824.043,103355.611,26604.124,76228.934,89418.108,105002.785,104621.221,95786.043,102126.156,107604.642,10420.858,105522.574,122873.857,117982.821,109709.689,105808.866,96244.827,93109.593,111593.808,104235.436,106547.443
17206.86,18871.605,21583.274,27290.85,16831.762,14862.781,122443.143,0,114274.756,14931.876,27390.74,95839.052,63781.548,34490.33,19690.751,21193.757,28285.804,20425.946,22289.183,132768.502,18423.426,23640.782,20277.167,13364.49,17846.449,28626.058,31021.254,19147.797,27394.652,28667.737
97624.104,105992.628,100142.951,98221.125,98027.485,100699.286,14364.663,114274.756,0,99415.95,97570.049,21213.396,74786.446,82703.329,97957.268,97848.426,88905.828,93849.199,101384.616,21490.265,98260.51,117192.842,111953.064,102048.588,98451.023,89608.842,86349.265,105212.366,98531.27,101202.234
3227.275,18445.049,16608.767,21977.468,3067.24,7144.031,107824.043,14931.876,99415.95,0,21681.324,81233.616,53830.759,21933.037,11734.656,13941.911,16691.625,5753.692,18450.259,118111.711,9929.965,29361.015,23810.733,6946.103,9116.871,17798.535,19062.29,18097.286,22290.22,25238.736
24048.194,9929.008,5862.21,704.663,24146.639,15134.911,103355.611,27390.74,97570.049,21681.324,0,77287.276,36983.935,15906.468,9948.266,7742.194,11532.726,19906.881,5286.429,113771.08,11758.653,19625.187,14669.578,16178.315,12578.888,9861.884,12922.454,9279.595,1113.525,4818.8
79793.201,86076.771,80258.496,77917.615,80198.999,81715.637,26604.124,95839.052,21213.396,81233.616,77287.276,0,53665.638,62979.912,78510.421,78195.109,69317.88,75529.396,81363.676,36951.935,78988.408,96889.254,91834.967,83125.416,79259.283,69842.665,66666.821,85300.827,78206.575,80703.024
54663.913,46809.469,42452.542,37283.045,54960.586,49595.906,76228.934,63781.548,74786.446,53830.759,36983.935,53665.638,0,32662.221,44275.539,42607.141,37140.836,49141.065,42267.342,86189.148,45785.083,53241.44,50165.021,51010.741,46500.809,36109.022,34890.992,46212.314,37319.304,37726.077
22256.653,23313.193,17461.882,16609.896,22584.272,19652.008,89418.108,34490.33,82703.329,21933.037,15906.468,62979.912,32662.221,0,15647.47,15215.282,6407.845,16730.552,18834.45,99829.084,16382.908,34993.428,29447.067,21145.79,16808.435,6905.795,3691.807,22532.508,16999.511,20431.616
14200.815,9515.006,5270.856,10246.944,14271.233,5482.373,105002.785,19690.751,97957.268,11734.656,9948.266,78510.421,44275.539,15647.47,0,2207.277,9241.473,10691.859,7320.808,115406.312,1814.048,21956.969,16003.03,6791.9,2638.208,9130.656,11972.554,8840.729,10567.646,13682.024
16384.688,8612.168,3441.491,8041.3,16462.728,7538.867,104621.221,21193.757,97848.426,13941.911,7742.194,78195.109,42607.141,15215.282,2207.277,0,8945.734,12667.892,5508.272,115034.601,4016.52,21000.043,15102.939,8742.378,4837.614,8391.066,11531.315,7865.84,8365.578,11545.466
17679.913,17333.787,11553.342,12210.195,17946.341,13424.02,95786.043,28285.804,88905.828,16691.625,11532.726,69317.88,37140.836,6407.845,9241.473,8945.734,0,12266.35,13188.076,106193.334,10013.129,29410.019,23671.496,14922.228,10484.639,1876.287,2761.047,16559.081,12635.019,16346.89
5535.928,19491.191,15959.59,20359.087,5855.042,8700.883,102126.156,20425.946,93849.199,5753.692,19906.881,75529.396,49141.065,16730.552,10691.859,12667.892,12266.35,0,18012.484,112426.231,9256.452,31488.786,25621.779,9486.955,8681.777,13725.283,14263.654,18950.139,20735.99,24150.275
21212.418,4860.243,2074.508,5058.205,21232.101,11404.79,107604.642,22289.183,101384.616,18450.259,5286.429,81363.676,42267.342,18834.45,7320.808,5508.272,13188.076,18012.484,0,118025.427,8865.942,16235.173,10613.727,12130.884,9580.045,12023.111,15349.918,4135.441,5119.705,6956.856
116586.408,122786.246,116998.534,114380.33,116992.227,118665.961,10420.858,132768.502,21490.265,118111.711,113771.08,36951.935,86189.148,99829.084,115406.312,115034.601,106193.334,112426.231,118025.427,0,115915.337,133281.78,128401.001,120077.019,116196.025,106659.996,103520.296,122014.493,114648.595,116946.265
12453.772,10405.526,6874.145,12047.514,12510.293,3821.137,105522.574,18423.426,98260.51,9929.965,11758.653,78988.408,45785.083,16382.908,1814.048,4016.52,10013.129,9256.452,8865.942,115915.337,0,22718.405,16769.94,5229.085,824.924,10205.753,12774.166,9803.642,12362.058,15408.912
32582.195,12452.758,17903.537,18981.295,32424.226,22922.126,122873.857,23640.782,117192.842,29361.015,19625.187,96889.254,53241.44,34993.428,21956.969,21000.043,29410.019,31488.786,16235.173,133281.78,22718.405,0,5957.054,22562.774,23065.45,28247.234,31570.661,13162.055,18684.436,16431.917
27007.504,6512.953,12119.203,14096.166,26876.909,17146.91,117982.821,20277.167,111953.064,23810.733,14669.578,91834.967,50165.021,29447.067,16003.03,15102.939,23671.496,25621.779,10613.727,128401.001,16769.94,5957.054,0,16912.561,17133.318,22612.073,25938.333,7240.142,13871.045,12475.929
10107.049,11532.259,10547.12,16327.605,9996.203,1498.309,109709.689,13364.49,102048.588,6946.103,16178.315,83125.416,51010.741,21145.79,6791.9,8742.378,14922.228,9486.955,12130.884,120077.019,5229.085,22562.774,16912.561,0,4552.851,15328.833,17656.967,11226.25,16573.08,19078.274
11680.35,10852.016,7617.817,12862.03,11727.745,3098.451,105808.866,17846.449,98451.023,9116.871,12578.888,79259.283,46500.809,16808.435,2638.208,4837.614,10484.639,8681.777,9580.045,116196.025,824.924,23065.45,17133.318,4552.851,0,10790.584,13240.491,10284.267,13173.35,16187.741
19028.022,16415.998,10568.26,10552.506,19271.962,13844.996,96244.827,28626.058,89608.842,17798.535,9861.884,69842.665,36109.022,6905.795,9130.656,8391.066,1876.287,13725.283,12023.111,106659.996,10205.753,28247.234,22612.073,15328.833,10790.584,0,3327.232,15635.534,10973.044,14652.369
19775.772,19719.838,13879.28,13624.336,20069.926,16158.786,93109.593,31021.254,86349.265,19062.29,12922.454,66666.821,34890.992,3691.807,11972.554,11531.315,2761.047,14263.654,15349.918,103520.296,12774.166,31570.661,25938.333,17656.967,13240.491,3327.232,0,18939.997,14034.852,17633.562
21147.05,780.702,5071.273,8933.181,21087.568,11006.977,111593.808,19147.797,105212.366,18097.286,9279.595,85300.827,46212.314,22532.508,8840.729,7865.84,16559.081,18950.139,4135.441,122014.493,9803.642,13162.055,7240.142,11226.25,10284.267,15635.534,18939.997,0,8895.464,9531.889
24740.832,9493.24,6080.067,426.76,24825.078,15601.428,104235.436,27394.652,98531.27,22290.22,1113.525,78206.575,37319.304,16999.511,10567.646,8365.578,12635.019,20735.99,5119.705,114648.595,12362.058,18684.436,13871.045,16573.08,13173.35,10973.044,14034.852,8895.464,0,3734.337
27862.681,9891.055,8636.136,4160.91,27915.383,18294.067,106547.443,28667.737,101202.234,25238.736,4818.8,80703.024,37726.077,20431.616,13682.024,11545.466,16346.89,24150.275,6956.856,116946.265,15408.912,16431.917,12475.929,19078.274,16187.741,14652.369,17633.562,9531.889,3734.337,0